cleaned_text,created_at,follower_count,profile_image,retweets,sentiment,text,tweet_id,user_name,user_url
PM P V Narasimha Rao “What you promise for the future is strengthened by what you have done in the past.If you have done n…,2019-01-31 23:52:39,6692,https://pbs.twimg.com/profile_images/817162279938650112/wnqZNb22_normal.jpg,4525,neutral,"@BJP4India: PM P V Narasimha Rao: “What you promise for the future, is strengthened by what you have done in the past.If you have done n…",1091122116395757573,Anurag saxena,https://twitter.com/saaxenanurag
Goa CM Manohar parrikar suffering from Pancreatic Cancer but Rahul Gandhi is Himself a Cancer for this countr…,2019-01-31 23:52:36,790,https://pbs.twimg.com/profile_images/738718800468545536/-0W09AR0_normal.jpg,797,neutral,@rishibagree: @RahulGandhi Goa CM Manohar parrikar suffering from Pancreatic Cancer but Rahul Gandhi is Himself a Cancer for this countr…,1091122104521478145,Himanshu Dev Sharma 🇮🇳,https://twitter.com/himdevs
_jain Manohar Parrikar has worked more in his ailing days than Rahul Gandhi has worked his entire life. Enough said.,2019-01-31 23:52:27,47,https://pbs.twimg.com/profile_images/825891782168813569/FqSAFd2m_normal.jpg,1331,positive,"@vinayak_jain: Manohar Parrikar has worked more in his ailing days than Rahul Gandhi has worked his entire life.

Enough said.",1091122068933038080,Anil,https://twitter.com/anil_puttegowda
PM P V Narasimha Rao “What you promise for the future is strengthened by what you have done in the past.If you have done n…,2019-01-31 23:52:18,179,https://pbs.twimg.com/profile_images/972416937153015808/Wfq44CbC_normal.jpg,4525,neutral,"@BJP4India: PM P V Narasimha Rao: “What you promise for the future, is strengthened by what you have done in the past.If you have done n…",1091122028508151809,Dksingh,https://twitter.com/Dks2171
_com Rahul Gandhi has been of late lying with such brazenness and such frequency that Rahul Gandhi speaking a lie is no longe…,2019-01-31 23:52:04,82,https://pbs.twimg.com/profile_images/1093313645147086848/ilDoYv3x_normal.jpg,131,negative,"@OpIndia_com: Rahul Gandhi has been, of late, lying with such brazenness and such frequency that Rahul Gandhi speaking a lie is no longe…",1091121970379317248,Rohit Gupta,https://twitter.com/rohitinimaje
_com Rahul Gandhi The evil mind that works behind the dimpled face (writes ),2019-01-31 23:51:58,184,https://pbs.twimg.com/profile_images/982613436319203328/JMAaFvlY_normal.jpg,521,negative,"@OpIndia_com: Rahul Gandhi: The evil mind that works behind the dimpled face (writes @saket71)
https://t.co/HOb1cxkGyv",1091121943376359424,Нихилу шахі,https://twitter.com/Nikhilshahi2
"_com ""The political system is increasingly realizing that it is dangerous to even maintain social contact with him in terms of…",2019-01-31 23:51:43,827,https://pbs.twimg.com/profile_images/1094160158144393218/FuDc2xCt_normal.jpg,266,negative,"@OpIndia_com: ""The political system is increasingly realizing that it is dangerous to even maintain social contact with him in terms of…",1091121880579239936,Remesh Ramachandran,https://twitter.com/Remesh_Hind
Goa CM Manohar parrikar suffering from Pancreatic Cancer but Rahul Gandhi is Himself a Cancer for this countr…,2019-01-31 23:51:18,749,https://pbs.twimg.com/profile_images/1082826536397418496/MhQVatKv_normal.jpg,797,neutral,@rishibagree: @RahulGandhi Goa CM Manohar parrikar suffering from Pancreatic Cancer but Rahul Gandhi is Himself a Cancer for this countr…,1091121776044662784,Akhil Vashist,https://twitter.com/akki_20
PM P V Narasimha Rao “What you promise for the future is strengthened by what you have done in the past.If you have done n…,2019-01-31 23:50:58,66,https://pbs.twimg.com/profile_images/701578813428215808/AOPyRfxJ_normal.jpg,4525,neutral,"@BJP4India: PM P V Narasimha Rao: “What you promise for the future, is strengthened by what you have done in the past.If you have done n…",1091121695807680512,Dnyanesh,https://twitter.com/iDMD77
The real Hero of politics who sacrifices his post to fight against so called परिवारवा politics _Ind 🙏,2019-01-31 23:50:57,117,https://pbs.twimg.com/profile_images/797806250507567105/JhoA1NCo_normal.jpg,107,positive,@AlokSinghIIT: The real Hero of politics who sacrifices his post to fight against so called परिवारवाद politics @Shehzad_Ind 🙏https://t.c…,1091121691525181440,P Ramesh,https://twitter.com/Panatala_Ramesh
'मुस्लिम पित औ ईसा मा क बेट ब्राह्म कैस ह सकत है केंद्री मंत्र क राहु प कटाक्ष,2019-01-31 23:50:53,45,https://pbs.twimg.com/profile_images/995768878939623424/mz2HNUWh_normal.jpg,1459,neutral,"@ZeeNewsHindi: 'मुस्लिम' पिता और ईसाई मां का बेटा ब्राह्मण कैसे हो सकता है: केंद्रीय मंत्री का राहुल पर कटाक्ष

https://t.co/YganlOIDn5",1091121671895953408,VNP,https://twitter.com/TheVinayPaleja
BREAKING Result of Jind By Election BJP 49000 -Krishna Midda JJP 37000 -Digvijay Chautala Cong 22000 -Randeep Surjewal…,2019-01-31 23:50:27,146,https://pbs.twimg.com/profile_images/488873351343906816/Q5U-Wkjy_normal.jpeg,1287,neutral,"@mvmeet: BREAKING: Result of Jind By Election 

BJP - 49000 -Krishna Midda
JJP - 37000 -Digvijay Chautala
Cong - 22000 -Randeep Surjewal…",1091121562705629184,Digesh,https://twitter.com/digesh
ul Gandhi attacks Modi government asks '#HowsTheJobs' BJP hits back,2019-01-31 23:50:17,183,https://pbs.twimg.com/profile_images/524588680493535232/JQgOl7DM_normal.jpeg,0,neutral,"ul Gandhi attacks Modi government, asks '#HowsTheJobs'; BJP hits back https://t.co/FbcS7qM836",1091121523820318726,John Suresh J,https://twitter.com/Johnbiotech
Congratulations on your new venture Have a query Hope you will reply with honesty &amp not ignore this one Why is y…,2019-01-31 23:50:17,379,https://pbs.twimg.com/profile_images/1083354369511194625/T8g5fQVu_normal.jpg,78,positive,@KoshurRohit: Congratulations @BDUTT on your new venture. Have a query. Hope you will reply with honesty &amp; not ignore this one. Why is y…,1091121523794964482,Rajiv Chauhan 🇮🇳,https://twitter.com/rdsc1964
PM P V Narasimha Rao “What you promise for the future is strengthened by what you have done in the past.If you have done n…,2019-01-31 23:50:04,190,https://pbs.twimg.com/profile_images/1058287031112081408/5ontr4Gs_normal.jpg,4525,neutral,"@BJP4India: PM P V Narasimha Rao: “What you promise for the future, is strengthened by what you have done in the past.If you have done n…",1091121467599794177,Nishant Prakash,https://twitter.com/NishantPrakash4
My statement to _News “ Ji does not need certificate of honesty from court jesters of Bhrasht Jumla Pa…,2019-01-31 23:49:55,503,https://pbs.twimg.com/profile_images/2704915345/0e7b1787750b419a244564286e573294_normal.jpeg,271,neutral,@JaiveerShergill: My statement to @PTI_News “@RahulGandhi Ji does not need certificate of honesty from court jesters of Bhrasht Jumla Pa…,1091121427883933696,vishalvirsingh,https://twitter.com/vishalvirsingh
_jain Manohar Parrikar has worked more in his ailing days than Rahul Gandhi has worked his entire life. Enough said.,2019-01-31 23:49:45,24,https://pbs.twimg.com/profile_images/931543261864275969/U3J8u59b_normal.jpg,1331,positive,"@vinayak_jain: Manohar Parrikar has worked more in his ailing days than Rahul Gandhi has worked his entire life.

Enough said.",1091121385571676160,Bharatavarshe,https://twitter.com/bharatavarshe
tirring in the East,2019-01-31 23:49:40,101,https://pbs.twimg.com/profile_images/1059290295924215808/J_1kTDDt_normal.jpg,0,neutral,tirring in the East https://t.co/dgNuZ3K6y5,1091121365242036225,Hindu/IE Editorials,https://twitter.com/EditorialBOT
PM P V Narasimha Rao “What you promise for the future is strengthened by what you have done in the past.If you have done n…,2019-01-31 23:49:38,188,https://pbs.twimg.com/profile_images/474289357067517952/SmwV6tEt_normal.png,4525,neutral,"@BJP4India: PM P V Narasimha Rao: “What you promise for the future, is strengthened by what you have done in the past.If you have done n…",1091121356664700928,Mahesh Patel,https://twitter.com/mahpatel
Goa CM Manohar parrikar suffering from Pancreatic Cancer but Rahul Gandhi is Himself a Cancer for this countr…,2019-01-31 23:49:15,375,https://pbs.twimg.com/profile_images/783842682405658625/Wp_pBLPb_normal.jpg,797,neutral,@rishibagree: @RahulGandhi Goa CM Manohar parrikar suffering from Pancreatic Cancer but Rahul Gandhi is Himself a Cancer for this countr…,1091121259881160706,Yajnesh Narayan,https://twitter.com/YajneshNarayan
Rahul Gandhi and Rafale,2019-01-31 23:49:09,2556,https://pbs.twimg.com/profile_images/1079387899475292160/g33Hrs4p_normal.jpg,541,neutral,@rishibagree: Rahul Gandhi and Rafale https://t.co/NPY6XyHEe1,1091121238066421760,Shailesh Mishra,https://twitter.com/shaileshmishra
_com Rahul Gandhi's latest avatar does not show him as a go-getter aggressive ruthless politician but as a loser who has not…,2019-01-31 23:49:08,1252,https://pbs.twimg.com/profile_images/1041716505690267649/cK44Xks4_normal.jpg,271,negative,"@OpIndia_com: Rahul Gandhi's latest avatar does not show him as a go-getter, aggressive, ruthless politician, but as a loser who has not…",1091121232710270976,Mission 300+ 🇮🇳,https://twitter.com/OmShiv108
Rahul Gandhi Used a cancer patient and lied to gain political brownies Shehla Used a rape victim to get donations to…,2019-01-31 23:49:08,3641,https://pbs.twimg.com/profile_images/1093353638699839488/QXDJz3WD_normal.jpg,549,negative,"@desimojito: Rahul Gandhi : Used a cancer patient and lied to gain political brownies. 
Shehla : Used a rape victim to get donations to…",1091121230718124033,Narendra Lowanshi 🇮🇳,https://twitter.com/n2r3ndr2
_k01 EVERGREEN video of slamming Rahul Gandhi -Rahul IS NOT A POLITICIAN He is TERRIBLE ! The STUNNED expression…,2019-01-31 23:49:04,3641,https://pbs.twimg.com/profile_images/1093353638699839488/QXDJz3WD_normal.jpg,950,negative,@rose_k01: EVERGREEN video of @GardinerHarris slamming Rahul Gandhi -Rahul IS NOT A POLITICIAN! He is TERRIBLE !! The STUNNED expression…,1091121215375376385,Narendra Lowanshi 🇮🇳,https://twitter.com/n2r3ndr2
next PM of India Shree Rahul Gandhi🙏🌹🌹🌹🌹,2019-01-31 23:48:41,1341,https://pbs.twimg.com/profile_images/1077158971486756865/aU-D3OIR_normal.jpg,16,neutral, next PM of India Shree Rahul Gandhi🙏🌹🌹🌹🌹🙏 https://t.co/dRnixirUvJ,1091121117580931073,Ram mehar Dabla🙏,https://twitter.com/RammeharDabla
My piece 363 million Indians What Modi forgot Rahul Gandhi remembered!,2019-01-31 23:48:38,1093,https://pbs.twimg.com/profile_images/823362504915087361/VSqSwy1w_normal.jpg,283,neutral,"@JhaSanjay: My piece: “ 363 million Indians: What Modi forgot, Rahul Gandhi remembered!” https://t.co/psldy4mwkV",1091121107334250496,जय कांग्रेस जय भारत,https://twitter.com/jai_congress
_ If govt is earning 1 lac cr from gst in 1 month that means ppl are buying lacs of crore worth goods every month which means…,2019-01-31 23:48:38,9930,https://pbs.twimg.com/profile_images/378800000809174783/61047c3abc93790d1899d7bf3c6accb4_normal.jpeg,859,positive,@muglikar_: If govt is earning 1 lac cr from gst in 1 month that means ppl are buying lacs of crore worth goods every month which means…,1091121106302447617,someone somewhere,https://twitter.com/ls2008
_com Rahul Gandhi has been of late lying with such brazenness and such frequency that Rahul Gandhi speaking a lie is no longe…,2019-01-31 23:48:12,394,https://pbs.twimg.com/profile_images/1009820802164903936/u6-keCNz_normal.jpg,131,negative,"@OpIndia_com: Rahul Gandhi has been, of late, lying with such brazenness and such frequency that Rahul Gandhi speaking a lie is no longe…",1091120996315291648,manikarnika,https://twitter.com/fiery_mani
Union Minister Smriti Irani calls Rahul Gandhi a congenital liar says it is dangerous to even maintain social contact wi…,2019-01-31 23:48:00,58,https://pbs.twimg.com/profile_images/676461814897500160/x6KDFc9D_normal.jpg,1482,negative,"@UnSubtleDesi: Union Minister Smriti Irani calls Rahul Gandhi a congenital liar, says it is dangerous to even maintain social contact wi…",1091120946486882304,vishal joshi,https://twitter.com/vishalj04706082
Everyone knows Rahul Gandhi is a pathological liar &amp worse.The #Parrikar episode just reinforces the view. Important ques…,2019-01-31 23:47:56,48,https://pbs.twimg.com/profile_images/2292085832/ffjph50s6hj54325qyy4_normal.jpeg,127,positive,"@smitabarooah: Everyone knows Rahul Gandhi is a pathological liar &amp; worse.The #Parrikar episode just reinforces the view.
Important ques…",1091120928468148225,Aravinda,https://twitter.com/aravindagprasad
BREAKING Result of Jind By Election BJP 49000 -Krishna Midda JJP 37000 -Digvijay Chautala Cong 22000 -Randeep Surjewal…,2019-01-31 23:47:30,61,https://pbs.twimg.com/profile_images/799580144985837568/rI_3NAFw_normal.jpg,1287,neutral,"@mvmeet: BREAKING: Result of Jind By Election 

BJP - 49000 -Krishna Midda
JJP - 37000 -Digvijay Chautala
Cong - 22000 -Randeep Surjewal…",1091120819470778369,mukraja,https://twitter.com/mukraja
PM Modi bowled bouncer and eliminated Christian Michel Deepak Talwar Rajiv Saxena In next few weeks he'll bowl yorker…,2019-01-31 23:47:24,9930,https://pbs.twimg.com/profile_images/378800000809174783/61047c3abc93790d1899d7bf3c6accb4_normal.jpeg,837,negative,"@mvmeet: PM Modi bowled bouncer and eliminated

* Christian Michel
* Deepak Talwar
* Rajiv Saxena

In next few weeks, he'll bowl yorker…",1091120795328356352,someone somewhere,https://twitter.com/ls2008
PM P V Narasimha Rao “What you promise for the future is strengthened by what you have done in the past.If you have done n…,2019-01-31 23:47:10,137,https://pbs.twimg.com/profile_images/3764497259/82dbe037b58577ead5e2dd5a76c0448e_normal.png,4525,neutral,"@BJP4India: PM P V Narasimha Rao: “What you promise for the future, is strengthened by what you have done in the past.If you have done n…",1091120737300017152,Arun Kumar Tiwari,https://twitter.com/arun_tiwari
PM P V Narasimha Rao “What you promise for the future is strengthened by what you have done in the past.If you have done n…,2019-01-31 23:47:07,4,https://pbs.twimg.com/profile_images/1088032667633803264/t88flejh_normal.jpg,4525,neutral,"@BJP4India: PM P V Narasimha Rao: “What you promise for the future, is strengthened by what you have done in the past.If you have done n…",1091120726537465856,Anup Singh Yadav,https://twitter.com/AnupSinghYada15
Just hear the language of Tripura Congress working president Pradyut Manikya. This is being spoken specifically on instr…,2019-01-31 23:47:00,16297,https://pbs.twimg.com/profile_images/1071613184446914560/Eu_CYB8l_normal.jpg,73,neutral,"@SureshNakhua: Just hear the language of Tripura Congress working president Pradyut Manikya.

This is being spoken specifically on instr…",1091120695944327170,WINGS OF FIRE,https://twitter.com/shenoy70
_k01 EVERGREEN video of slamming Rahul Gandhi -Rahul IS NOT A POLITICIAN He is TERRIBLE ! The STUNNED expression…,2019-01-31 23:46:48,32,https://pbs.twimg.com/profile_images/833931273747914753/qL3eWo65_normal.jpg,950,negative,@rose_k01: EVERGREEN video of @GardinerHarris slamming Rahul Gandhi -Rahul IS NOT A POLITICIAN! He is TERRIBLE !! The STUNNED expression…,1091120644274688000,mithilesh  sinha,https://twitter.com/mithilasinha
