cleaned_text,created_at,follower_count,profile_image,retweets,sentiment,text,tweet_id,user_name,user_url
The problem with Indian liberals is that they are seasonal anti-BJP but perennial anti-Congress via…,2019-02-06 23:53:39,13,https://pbs.twimg.com/profile_images/1081871523433074689/IWEeJzC1_normal.jpg,23,neutral,@ashoswai: The problem with Indian liberals is that they are seasonal anti-BJP but perennial anti-Congress!  https://t.co/YcYlYtpGKk via…,1093296696354852866,charlee🍭 Jai-Veeru🏍;Suman-Prem 💄💋 ka Vaasta,https://twitter.com/charlie30921593
Odisha government remote-controlled by PM Modi,2019-02-06 23:53:36,15,https://pbs.twimg.com/profile_images/1043517618873749505/ygYtqIc2_normal.jpg,7,neutral,"@timesofindia: Odisha government remote-controlled by PM Modi: @RahulGandhi 

https://t.co/iIkRFlHgLZ https://t.co/wcF1Ubwomk",1093296683348180994,hgulam,https://twitter.com/GMH786
mrataPokhrel1 Rahul Gandhi jaisa Pappu 48 years ka hoke khud ko yuva ba,2019-02-06 23:53:27,19,https://pbs.twimg.com/profile_images/1093120348520833025/E4h2I6k0_normal.jpg,0,neutral,mrataPokhrel1 @filmfare @BeingSalmanKhan @rajshrifilms Rahul Gandhi jaisa Pappu 48 years ka hoke khud ko yuva ba… https://t.co/Ba3K1AHzpc,1093296645536534528,Bhavya Goria,https://twitter.com/Bhavya_Goria
राहु गांध स 4 सवा पू BJP न बोल हमला ए रोडपत स करोड़पत कैस ब ग रॉबर् वाड्रा NDTV,2019-02-06 23:53:14,61446,https://pbs.twimg.com/profile_images/1080856442494771203/S0qckDTn_normal.jpg,1703,neutral,@sambitswaraj: राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा? - NDTV https://t.co/nDj5EfN5oG,1093296593141420032,#VTD_EkantBhai 🇮🇳🚩,https://twitter.com/SaundiD
Remember how Kejriwal became a national sensation by reiterating ’s allegations on Robert Vadra! Today Vadra got s…,2019-02-06 23:53:01,7150,https://pbs.twimg.com/profile_images/1036772677006966784/uH9A6VGk_normal.jpg,457,neutral,"@adt007ad: Remember, how Kejriwal became a national sensation by reiterating @Swamy39’s allegations on Robert Vadra!

Today, Vadra got s…",1093296535662743552,Chandra Kant,https://twitter.com/chandu532
_rathee Congress is following the footsteps of BJP in Madhya Pradesh Rahul Gandhi should intervene and immediately let these men…,2019-02-06 23:52:54,66,https://pbs.twimg.com/profile_images/1092750838232162304/XPProQ6y_normal.jpg,1465,neutral,"@dhruv_rathee: Congress is following the footsteps of BJP in Madhya Pradesh

Rahul Gandhi should intervene and immediately let these men…",1093296508450021377,Numi,https://twitter.com/NadeemsattarSh2
_ Congress President Shri Rahul Gandhi will be addressing the 'Parivartan Sankalp Samavesh rally in Bhawanipatna in Odisha…,2019-02-06 23:51:55,751,https://pbs.twimg.com/profile_images/945562257731153920/-B6_nyIX_normal.jpg,123,neutral,@SimmiAhuja_: Congress President Shri Rahul Gandhi will be addressing the 'Parivartan Sankalp Samavesh' rally in Bhawanipatna in Odisha…,1093296259354554368,Sanjay Vyas,https://twitter.com/SanjayV74720749
_rathee Congress is following the footsteps of BJP in Madhya Pradesh Rahul Gandhi should intervene and immediately let these men…,2019-02-06 23:51:34,15,https://pbs.twimg.com/profile_images/898421354894024704/p-zp1MHz_normal.jpg,1465,neutral,"@dhruv_rathee: Congress is following the footsteps of BJP in Madhya Pradesh

Rahul Gandhi should intervene and immediately let these men…",1093296169898323968,Ratikanta parimanik,https://twitter.com/Ratikantaparim1
Dear ji this is not why Congress has been brought to power by people of Madhya Pradesh. Please focus…,2019-02-06 23:51:23,3140,https://pbs.twimg.com/profile_images/997916593324638209/_Mt4Jzo9_normal.jpg,23,neutral,"@sumitkashyapjha: Dear @OfficeOfKNath ji, this is not why Congress has been brought to power by people of Madhya Pradesh.

Please focus…",1093296126713720832,Yash,https://twitter.com/puriyash41
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:51:04,35,https://pbs.twimg.com/profile_images/985966791389319169/5ajEL-5I_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093296044237049857,TheOneWhoKnocks,https://twitter.com/__Master_Yoda
20-year-old shares what Rahul Gandhi said over dinner with students,2019-02-06 23:50:48,34,https://pbs.twimg.com/profile_images/991540644832272384/MaAWbbOZ_normal.jpg,14,neutral,@ndtv: 20-year-old shares what Rahul Gandhi said over dinner with students https://t.co/FJdrPKj3N6 https://t.co/ysXoVhIeL2,1093295978302631936,JAIN JOSEPH,https://twitter.com/jainmakil
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:50:21,2661,https://pbs.twimg.com/profile_images/931277796885893121/c00uswtW_normal.jpg,1228,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1093295865052172288,Parth Parikh,https://twitter.com/ParthPa07241800
राहु गांध स 4 सवा पू BJP न बोल हमला ए रोडपत स करोड़पत कैस ब ग रॉबर् वाड्रा NDTV,2019-02-06 23:49:51,2588,https://pbs.twimg.com/profile_images/1073202836387688448/whbVnV94_normal.jpg,1703,neutral,@sambitswaraj: राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा? - NDTV https://t.co/nDj5EfN5oG,1093295739910873088,Keyur J. Desai,https://twitter.com/KeyurJDesai
ac_too She attended full time work shop on How not to Screwup like Rahul Gandhi . Sponsored by Sonia Gandhi,2019-02-06 23:49:37,81,https://pbs.twimg.com/profile_images/857111024222298112/tYm9sQ4f_normal.jpg,0,positive,"ac_too She attended full time work shop on
 "" How not to Screwup like Rahul Gandhi"" .
 Sponsored by Sonia Gandhi",1093295681480155136,BotoPython🇮🇳,https://twitter.com/BotoPython
Listen to him He is the senior most Congress MP from West Bengal Shri Adhir Ranjan Chowdhury Now Rahul Gandhi ji &amp Cong…,2019-02-06 23:49:30,679,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2601,positive,"@KirenRijiju: Listen to him. He is the senior most Congress MP from West Bengal Shri Adhir Ranjan Chowdhury. Now, Rahul Gandhi ji &amp; Cong…",1093295653021609985,vdhyani,https://twitter.com/vdhyani
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:49:22,71,https://pbs.twimg.com/profile_images/487412402091069440/7sz3IR5x_normal.jpeg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093295617777041408,Sireesha,https://twitter.com/cantalk2atree
Rajiv and Rahul Gandhi did not offer Islamic prayers at Indira Gandhi's funeral Alt News,2019-02-06 23:49:02,111,https://pbs.twimg.com/profile_images/914938105/KASIM_PHOTO_crop_normal.jpg,0,neutral, Rajiv and Rahul Gandhi did not offer Islamic prayers at Indira Gandhi's funeral - Alt News https://t.co/ImF4nVE4fv,1093295535182749697,Kasim Sait,https://twitter.com/Kasimsait
Rahul Gandhi needs to hear the voice of Adhir Ranjan Chowdhary,2019-02-06 23:48:54,7150,https://pbs.twimg.com/profile_images/1036772677006966784/uH9A6VGk_normal.jpg,662,neutral,@rsprasad: Rahul Gandhi needs to hear the voice of Adhir Ranjan Chowdhary! https://t.co/xadL4u0a2f,1093295500374278144,Chandra Kant,https://twitter.com/chandu532
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:48:37,37,https://pbs.twimg.com/profile_images/1011772490174095361/AFEoOdgu_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093295428198555648,anand arunoday,https://twitter.com/AnandArunoday
_rathee Congress is following the footsteps of BJP in Madhya Pradesh Rahul Gandhi should intervene and immediately let these men…,2019-02-06 23:48:26,751,https://pbs.twimg.com/profile_images/945562257731153920/-B6_nyIX_normal.jpg,1465,neutral,"@dhruv_rathee: Congress is following the footsteps of BJP in Madhya Pradesh

Rahul Gandhi should intervene and immediately let these men…",1093295385030938624,Sanjay Vyas,https://twitter.com/SanjayV74720749
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:48:04,27,https://pbs.twimg.com/profile_images/1039555417515278336/pT9uJ83r_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093295292449869824,Deepak Manhas,https://twitter.com/Manhasdeepak83
चु चु आन क अ को जरूरत नही ह फ़्रं फ़ु प खेलिय चुना क सम ह,2019-02-06 23:47:46,105,https://pbs.twimg.com/profile_images/1092424505815789568/-6aKaXpe_normal.jpg,271,neutral,"@ashutosh83B: चुप चुप आने की अब कोई जरूरत
नहीं है । फ़्रंट फ़ुट पर खेलिये । चुनाव का समय है ।  https://t.co/aqRrynelFZ",1093295215115292672,Minhaz khan,https://twitter.com/mnhzkhn
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:47:44,546,https://pbs.twimg.com/profile_images/973989112830029824/57V8zTI0_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093295208173719557,gadwal mallikarjuna,https://twitter.com/gadwalmallu
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:47:33,83,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1228,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1093295159255547904,Dipak raja,https://twitter.com/Kdla2310
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:47:32,176,https://pbs.twimg.com/profile_images/928422707062026240/E2PtZmnP_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093295156525236224,Unknown Talent,https://twitter.com/utalent
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:47:20,51,https://pbs.twimg.com/profile_images/990658394653589505/9_6C78Ca_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093295106503766016,Muthukumar Rajagopal,https://twitter.com/kumarbrowns
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:47:07,62,https://pbs.twimg.com/profile_images/843969189991727104/yJi1Qd-m_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093295053383131136,Rajesh Madhra 🇮🇳,https://twitter.com/RajeshMadhra
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:46:22,312,https://pbs.twimg.com/profile_images/1010027513513431040/UeGGce_I_normal.jpg,1228,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1093294861451546625,Bulla 2002,https://twitter.com/BullaDmello
राहु गांध स 4 सवा पू BJP न बोल हमला ए रोडपत स करोड़पत कैस ब ग रॉबर् वाड्रा NDTV,2019-02-06 23:46:13,237,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1703,neutral,@sambitswaraj: राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा? - NDTV https://t.co/nDj5EfN5oG,1093294825569480704,Mahesh Kaushik,https://twitter.com/MaheshK16829169
Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramali…,2019-02-06 23:46:05,280,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,105,neutral,"@bujjusreeni: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramali…",1093294792958664704,Lalith Seetharaman,https://twitter.com/lalithseetharam
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:44:38,65,https://pbs.twimg.com/profile_images/872696878420213761/S3MoGXHU_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093294426233819137,Arbind,https://twitter.com/techarbind
Listen to him He is the senior most Congress MP from West Bengal Shri Adhir Ranjan Chowdhury Now Rahul Gandhi ji &amp Cong…,2019-02-06 23:44:34,8,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2601,positive,"@KirenRijiju: Listen to him. He is the senior most Congress MP from West Bengal Shri Adhir Ranjan Chowdhury. Now, Rahul Gandhi ji &amp; Cong…",1093294411365011456,MANOJ KUMAR,https://twitter.com/manojlic231186
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:43:18,30,https://pbs.twimg.com/profile_images/847290671668969473/1ylWB2QO_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093294090429452288,Jinendra Surana,https://twitter.com/jinusurana13
राहु गांध स 4 सवा पू BJP न बोल हमला ए रोडपत स करोड़पत कैस ब ग रॉबर् वाड्रा NDTV,2019-02-06 23:42:41,46350,https://pbs.twimg.com/profile_images/1030609878086180864/W3PzOmlU_normal.jpg,1703,neutral,@sambitswaraj: राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा? - NDTV https://t.co/nDj5EfN5oG,1093293934833356800,रामचंद्र आर्य,https://twitter.com/rcraju04
ul Gandhi Congenital Liar or Simply Delusional? February 6 2019 12:27 PM IST Ashutosh Garg in Mentor Counsel,2019-02-06 23:42:36,10,https://pbs.twimg.com/profile_images/666725635146956800/J5meMoGf_normal.jpg,1,neutral,"ul Gandhi – Congenital Liar or Simply Delusional?
February 6, 2019, 12:27 PM IST Ashutosh Garg in Mentor Counsel… https://t.co/wQHCWttwRG",1093293917007683584,Sudhir Julka MD,https://twitter.com/MdJulka
Congress has put posters of criminals Rahul Gandhi &amp Robert Vadra outsid.. via,2019-02-06 23:41:46,867,https://pbs.twimg.com/profile_images/811845329104441345/IkfaEvwa_normal.jpg,370,neutral,@sambitswaraj: Congress has put posters of criminals Rahul Gandhi &amp; Robert Vadra outsid... https://t.co/LZXMsHV16s via @YouTube,1093293706461863936,Capt Arun Kumar,https://twitter.com/trun191
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:41:18,29,https://pbs.twimg.com/profile_images/1006557585015693312/1f1UqLwf_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093293589767938049,Priyadharshini,https://twitter.com/PriyaRanjithDut
Congress President Sh Rahul Gandhi has taken the initiative of giving guarantee of a minimum income to the poor of the…,2019-02-06 23:41:08,116,https://pbs.twimg.com/profile_images/904710577662050304/dAR0xAKS_normal.jpg,329,negative,@ashokgehlot51: Congress President Sh. Rahul Gandhi has taken the initiative of giving guarantee of a minimum income to the poor of the…,1093293544654069760,Surendra,https://twitter.com/Surendr42781108
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:41:06,13,https://pbs.twimg.com/profile_images/1092115837266190336/Yn9OUGeg_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093293539763531776,Smoking Kills,https://twitter.com/mysticmoron
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:41:04,518,https://pbs.twimg.com/profile_images/1092562271983882247/5XSbCWwv_normal.jpg,1228,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1093293528543887361,🇮🇳Uma Panicker #Modi2019🇮🇳,https://twitter.com/PanickerUma
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:40:56,22,https://pbs.twimg.com/profile_images/1051418453276381186/VTLECSeB_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093293494024556545,Badhri,https://twitter.com/BadhrinathVV
Priyanka Gandhi is the new Taimur Ali Khan of Indian politics Brilliant one by,2019-02-06 23:40:55,46350,https://pbs.twimg.com/profile_images/1030609878086180864/W3PzOmlU_normal.jpg,1228,positive,@nirwamehta: Priyanka Gandhi is the new Taimur Ali Khan of Indian politics. Brilliant one by @mitraphoenix https://t.co/GhIbVZNAZz,1093293491709308928,रामचंद्र आर्य,https://twitter.com/rcraju04
"Don't Say Murdabad Defeat PM Modi's BJP With Love, Words like these are used by those from the BJP and RSS We in the Cong…",2019-02-06 23:40:35,121,https://pbs.twimg.com/profile_images/1056874822440026117/ezfk4tLa_normal.jpg,183,positive,"@INCMumbai: Don't Say Murdabad, Defeat PM Modi's BJP With Love,"" Words like these are used by those from the BJP and RSS. We in the Cong…",1093293406523133952,جاويد  ||ಜಾವೀದ್,https://twitter.com/trulyindian18
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:40:13,289,https://pbs.twimg.com/profile_images/518792413423628290/7G5TXxnG_normal.jpeg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093293314479132673,Gaurav Chattur,https://twitter.com/chatturg
Fact-check Rahul Gandhi lies yet again this time about MGNREGA via _com बन्द …,2019-02-06 23:39:53,2413,https://pbs.twimg.com/profile_images/378800000641411881/2625e060fc47a1e849c90a0dadea181b_normal.jpeg,164,neutral,"@Vyas241S: Fact-check: Rahul Gandhi lies yet again, this time about MGNREGA https://t.co/tenxpB1qex via @opindia_com बन्दा @ArvindKejriw…",1093293232388300800,Chaanakya 41,https://twitter.com/chaanakya41
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:39:48,124,https://pbs.twimg.com/profile_images/692608354108047360/0L-J1cxN_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093293211248820224,RAJIV SWAMINATHAN,https://twitter.com/rajivswaminath
_Bharat #VadraQuestioning BJP क राहु गांध औ रॉबर् वाड्र प अटैक कहा ''कांग्रे क प्रथ फैमिल 'बे फैमिली है'' htt…,2019-02-06 23:39:46,81122,https://pbs.twimg.com/profile_images/1082422827825938440/P4DlhiMD_normal.jpg,387,neutral,"@Republic_Bharat: #VadraQuestioning | BJP का राहुल गांधी और रॉबर्ट वाड्रा पर अटैक, कहा- ''कांग्रेस की प्रथम फैमिली 'बेल फैमिली' है''
htt…",1093293201119694849,Dr N Patel 🇮🇳 🚩,https://twitter.com/hindustanse
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:38:36,557,https://pbs.twimg.com/profile_images/968851355535200258/QyFrgS4o_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093292908566859776,A P Lakshmanan,https://twitter.com/aplaxman
_rathee Congress is following the footsteps of BJP in Madhya Pradesh Rahul Gandhi should intervene and immediately let these men…,2019-02-06 23:38:10,7,https://pbs.twimg.com/profile_images/1062627581650968576/Xrm1vCwR_normal.jpg,1465,neutral,"@dhruv_rathee: Congress is following the footsteps of BJP in Madhya Pradesh

Rahul Gandhi should intervene and immediately let these men…",1093292801725513728,sohail shaikh,https://twitter.com/sohail_1234
Rahul Gandhi attacks PM Modi says he is visibly “shattered following the Rafale issue,2019-02-06 23:38:05,124,https://pbs.twimg.com/profile_images/1062533074536292352/l6uFlKYd_normal.jpg,26,neutral,"@VinayDokania: Rahul Gandhi attacks PM Modi, says he is visibly “shattered” following the Rafale issue https://t.co/3OCjjzK0bN",1093292779239890944,Yash,https://twitter.com/Girish24074485
"Yesterday he opposed the conversion activity done by Muslims in a Dalit colony Today he got MURDERED His name was Ramalingam,…",2019-02-06 23:38:00,19,https://pbs.twimg.com/profile_images/1078563555555737601/frdbK6vj_normal.jpg,5529,neutral,"@mvmeet: Yesterday he opposed the conversion activity done by Muslims in a Dalit colony

Today he got MURDERED

His name was Ramalingam,…",1093292756229705728,Vijaiya Raghavan,https://twitter.com/therealVR10
